video_id,label,frames,label_id,shape,format,id
116432.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
116458.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
116502.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
116524.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
116537.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
116550.0,Doing other things,37,0.0,"(100, 176)",JPEG,
116588.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
116623.0,Doing other things,37,0.0,"(100, 176)",JPEG,
116645.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
116715.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
116780.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
116800.0,No gesture,37,2.0,"(100, 176)",JPEG,
116823.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
116859.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
116882.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
116932.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
116947.0,No gesture,37,2.0,"(100, 176)",JPEG,
117016.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
117021.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
117027.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
117050.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
117075.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
117081.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
117158.0,No gesture,37,2.0,"(100, 176)",JPEG,
117181.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
117195.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
117271.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
117297.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
117305.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
117306.0,Doing other things,37,0.0,"(100, 176)",JPEG,
117315.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
117322.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
117323.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
117408.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
117436.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
117446.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
117447.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
117449.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
117496.0,Swiping Down,37,15.0,"(100, 132)",JPEG,
117497.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
117502.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
117548.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
117555.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
117561.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
117583.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
117648.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
117658.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
117708.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
117728.0,Doing other things,37,0.0,"(100, 176)",JPEG,
117734.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
117793.0,Turning Hand Clockwise,37,21.0,"(100, 132)",JPEG,
117811.0,Doing other things,37,0.0,"(100, 132)",JPEG,
117825.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
117844.0,Doing other things,37,0.0,"(100, 176)",JPEG,
117851.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
117856.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
117865.0,Doing other things,37,0.0,"(100, 176)",JPEG,
117944.0,Doing other things,37,0.0,"(100, 176)",JPEG,
117970.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
117978.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
117991.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
118034.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
118048.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
118088.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
118101.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
118120.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
118129.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
118157.0,No gesture,37,2.0,"(100, 176)",JPEG,
118179.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
118196.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
118199.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
118212.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
118256.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
118272.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
118277.0,Shaking Hand,37,9.0,"(100, 132)",JPEG,
118310.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
118364.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
118376.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
118414.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
118435.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
118483.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
118582.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
118590.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
118591.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
118599.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
118614.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
118616.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
118617.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
118649.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
118803.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
118819.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
118866.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
118888.0,Doing other things,37,0.0,"(100, 132)",JPEG,
118894.0,Drumming Fingers,37,1.0,"(100, 132)",JPEG,
118912.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
118935.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
118943.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
118957.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
118970.0,Doing other things,37,0.0,"(100, 176)",JPEG,
118971.0,No gesture,37,2.0,"(100, 132)",JPEG,
118972.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
118999.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
119037.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
119053.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
119086.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
119118.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
119139.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
119145.0,Doing other things,37,0.0,"(100, 176)",JPEG,
119162.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
119163.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
119181.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
119219.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
119233.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119248.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
119279.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119325.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
119381.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
119398.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
119401.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
119414.0,Doing other things,37,0.0,"(100, 176)",JPEG,
119425.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
119436.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
119443.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119467.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
119479.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119502.0,No gesture,37,2.0,"(100, 176)",JPEG,
119515.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
119538.0,Doing other things,37,0.0,"(100, 176)",JPEG,
119540.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
119575.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119576.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
119593.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
119640.0,Doing other things,37,0.0,"(100, 176)",JPEG,
119689.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
119697.0,Turning Hand Clockwise,37,21.0,"(100, 132)",JPEG,
119700.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
119717.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
119719.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
119727.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
119735.0,Doing other things,37,0.0,"(100, 176)",JPEG,
119753.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
119792.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
119796.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
119825.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
119836.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
119841.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
119994.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
120060.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120080.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
120133.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
120145.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
120149.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120169.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
120178.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
120187.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
120198.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
120199.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
120205.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
120254.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120266.0,Doing other things,37,0.0,"(100, 176)",JPEG,
120329.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
120331.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
120360.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120369.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
120403.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
120445.0,Sliding Two Fingers Right,37,12.0,"(100, 132)",JPEG,
120450.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
120463.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
120482.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
120492.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
120512.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
120515.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
120520.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
120521.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
120542.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
120550.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
120599.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120637.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
120638.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
120695.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
120710.0,No gesture,37,2.0,"(100, 176)",JPEG,
120762.0,Doing other things,37,0.0,"(100, 176)",JPEG,
120797.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
120817.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
120832.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
120839.0,Doing other things,37,0.0,"(100, 176)",JPEG,
120870.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
120871.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
120880.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
120914.0,Zooming In With Two Fingers,37,24.0,"(100, 132)",JPEG,
120951.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
120967.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
120971.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
120974.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
120989.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
120991.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
120993.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
120999.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
121000.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
121002.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
121037.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
121042.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
121060.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
121065.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
121068.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
121070.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
121076.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
121077.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
121078.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
121083.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
121103.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
121122.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
121167.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
121230.0,Doing other things,37,0.0,"(100, 176)",JPEG,
121232.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
121266.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
121279.0,Stop Sign,37,14.0,"(100, 132)",JPEG,
121313.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
121316.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
121333.0,Doing other things,37,0.0,"(100, 132)",JPEG,
121337.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
121370.0,Doing other things,37,0.0,"(100, 176)",JPEG,
121385.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
121406.0,Shaking Hand,37,9.0,"(100, 132)",JPEG,
121408.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
121413.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
121420.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
121433.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
121454.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
121469.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
121510.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
121541.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
121543.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
121563.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
121608.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
121638.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
121651.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
121669.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
121673.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
121678.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
121680.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
121682.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
121751.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
121760.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
121766.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
121784.0,Doing other things,37,0.0,"(100, 176)",JPEG,
121800.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
121821.0,Doing other things,37,0.0,"(100, 176)",JPEG,
121852.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
121879.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
121903.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
121908.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
121928.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
121936.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
121943.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
121988.0,Drumming Fingers,37,1.0,"(100, 132)",JPEG,
121992.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
122016.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
122053.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
122066.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
122132.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
122133.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
122201.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
122297.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
122305.0,Zooming In With Two Fingers,37,24.0,"(100, 132)",JPEG,
122329.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
122336.0,No gesture,37,2.0,"(100, 132)",JPEG,
122341.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
122346.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
122356.0,Doing other things,37,0.0,"(100, 176)",JPEG,
122365.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
122384.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
122417.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
122441.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
122515.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
122535.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
122568.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
122574.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
122586.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
122593.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
122600.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
122605.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
122623.0,Doing other things,37,0.0,"(100, 176)",JPEG,
122666.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
122693.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
122694.0,Zooming In With Two Fingers,37,24.0,"(100, 132)",JPEG,
122698.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
122722.0,No gesture,37,2.0,"(100, 176)",JPEG,
122741.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
122752.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
122762.0,Doing other things,37,0.0,"(100, 176)",JPEG,
122778.0,Drumming Fingers,37,1.0,"(100, 132)",JPEG,
122786.0,Pushing Two Fingers Away,37,6.0,"(100, 132)",JPEG,
122799.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
122800.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
122863.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
122872.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
122899.0,Doing other things,37,0.0,"(100, 176)",JPEG,
122914.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
122916.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
122921.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
122929.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
122935.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
122990.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
122998.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
123024.0,No gesture,37,2.0,"(100, 176)",JPEG,
123093.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
123144.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
123147.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
123155.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
123170.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
123185.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
123187.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
123189.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
123197.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
123221.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
123233.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
123238.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
123268.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123274.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123292.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
123316.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123320.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
123326.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
123327.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
123332.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
123414.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
123429.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123460.0,Swiping Up,37,18.0,"(100, 132)",JPEG,
123461.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
123470.0,No gesture,37,2.0,"(100, 176)",JPEG,
123516.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123548.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
123551.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
123557.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
123606.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
123665.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
123721.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
123762.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
123831.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
123833.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
123901.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
123924.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
123926.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
123937.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
123940.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
123992.0,Doing other things,37,0.0,"(100, 176)",JPEG,
123995.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
123998.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
124032.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
124080.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
124125.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124159.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
124162.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
124183.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
124195.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
124215.0,No gesture,37,2.0,"(100, 176)",JPEG,
124223.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
124240.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
124256.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
124260.0,No gesture,37,2.0,"(100, 176)",JPEG,
124281.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
124297.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
124352.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
124381.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
124403.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
124429.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124445.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
124449.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
124459.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
124465.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
124486.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
124497.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
124515.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
124538.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
124552.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124573.0,Thumb Up,37,20.0,"(100, 132)",JPEG,
124595.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124601.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
124622.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
124632.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124659.0,No gesture,37,2.0,"(100, 176)",JPEG,
124666.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
124667.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
124737.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
124755.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
124783.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
124791.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
124793.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
124799.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
124810.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
124814.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
124862.0,Doing other things,37,0.0,"(100, 176)",JPEG,
124915.0,No gesture,37,2.0,"(100, 176)",JPEG,
124921.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
124929.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
124949.0,Doing other things,37,0.0,"(100, 132)",JPEG,
124951.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
124955.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
124961.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
124971.0,No gesture,37,2.0,"(100, 176)",JPEG,
124989.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
